Sample	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	1.71092	0	0	0	0	0	0	0	1.80659	2.16475
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75835	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_hydrogenotrophica	1.05712	0	0	3.51591	0	0	0	0	1.49491	1.21581	10.2118	0	0	0	0	0	0	3.58079	3.46137	1.2895	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_obeum	0	0	0	0	3.93352	0	6.42354	0	0	0.169251	0	0.47588	1.60487	0	0	0	0.532493	0	0	0	3.02663	4.88873
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_producta	9.93644	0	0	0	0	0	0	0	15.9055	2.47581	7.42858	3.06148	0	0	2.76081	10.3582	3.80001	0	0	10.2095	0	0.249082
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	2.10867	32.4885	22.5147	5.6557	1.18391	0	0	11.6461	30.692	1.65166	0	2.9797	4.40318	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_wexlerae	0	0	0	0	54.2023	1.75985	11.0603	5.14592	0	46.2567	0	27.5817	14.0894	0	31.2052	29.5469	26.2784	0	0	0	8.22961	17.4209
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	3.04623	0	10.392	9.35251	0	1.37698	6.13914	0	3.17886	38.1392	1.45582	0	0	2.07217	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	73.0588	12.5401	26.5983	27.0623	112.293	4.32313	8.49698	28.8468	68.1328	25.9529	0	20.4304	13.546	28.8223	25.5455	20.6048	9.96449	33.4673	22.9088	7.40556	30.9607	53.5672
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	5.26088	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	6.9806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27593	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0	0	0	0	0	1.12504	0	0	0	0	0	0	1.49211	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	7.7218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_AF36_4	0	0	0	0	0	0	0	0	0	0	0	0	2.93726	0	0	0	0	0	0	0	2.63267	1.68011
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_AM22_11AC	0	0	0	0	0	0	0	0	0	0	0	0	0.22556	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_CAG_217	0	0	0	0	0	0	0	0	0	0	0	11.2263	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_CAG_75	0	0	0	0	0	0	0	0	0	0	0	0	0.193711	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	60.0806	14.1691	12.5859	31.5595	0	0	0	0	4.03205	0	57.5938	63.7905	0	0	0	0	4.71704	11.5949
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	2.04367	1.33019	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0	1.78915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	2.41259	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	6.09588	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	3.48901	0	2.07215	0	14.7283	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eisenbergiella.s__Eisenbergiella_massiliensis	7.2616	1.71941	0	0	0	0.469101	0	0	0	0	0	0.874485	0	0	0	0	0.789707	1.17472	0.864072	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	2.43497	0.917924	0	0	0	0	0.638772	0	0	0	0.858475	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	2.84966	9.94792	0	0	0	0.529037	2.14177	0	0	0.834465	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0	0	0	0	0	0	72.4668	0	0	0	0	0	0	6.85386	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	0	0	155.249	0	7.4431	0	120.222	0.232219	0	5.8676	0	0	0	0	0.318437	11.8734	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_callanderi	2.82847	5.34302	0	3.2448	0	0	0	3.7594	1.60575	0	0	0	0	0	0.970916	0	0	1.18091	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0	0	4.67959	5.21753	0	0	0	0	0	0	0	10.2379	5.20714
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	8.01394	0	2.05115	0	0	5.3241	0	0	1.44427	0	4.99114	2.19081	4.22999	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0	0	0	0	0	0	0	0	0	0	0.220573	0	0	0	0	0	0	0	2.72934	2.16019
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	38.5565	46.6336	0	0	0	0	0	0	0	89.0355	77.5859
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0	0	0	0	0	0	0	0	0	0	4.28975	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_94	0	0	0	0	0	2.29368	0	0	0	0	0	2.46039	0	0	0	0	2.84727	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Flavonifractor.s__Flavonifractor_plautii	5.6508	0	0	0	0	1.22851	0	2.42184	3.10077	4.49175	0	1.60286	0	2.01669	0	14.4462	1.68455	2.6956	3.6515	0	2.10416	1.41886
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	7.93634	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	0	0	0	0	0	0	0	0	11.8739	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Hungatella.s__Hungatella_effluvii	0	0	0	0	0	0	0	0	0	0	0	0.194843	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Hungatella.s__Hungatella_hathewayi	0.296105	0	0	0.99144	1.17779	2.56753	0	12.8825	5.90917	2.36004	9.42257	1.28564	0	7.28684	2.37019	1.80881	7.8628	2.89227	0.580218	6.20806	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0.371894	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	1.01309	0	0	0	0	1.22132	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	0.117101	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnoclostridium.s__Clostridium_clostridioforme	17.4249	0	0	0	0	0	0	0.500019	11.1916	6.50052	0	0	0	0	2.76129	0	0	1.39257	0.606942	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnoclostridium.s__Clostridium_lavalense	0	0	0	0	0	0	0	0	0.87943	0	0	0	0	0	0	0.810617	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnoclostridium.s__Clostridium_scindens	8.36305	2.91593	0	6.37002	0	6.95272	0.678191	3.15565	9.11182	0	0	0	0.377092	7.28677	2.73166	2.13509	0	4.4393	13.5173	0	1.04571	0.439622
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	0	0	0	0	0	0	0	0	0	2.44187	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0	0	48.2232	0.752345	2.83078	0	0	8.56449	0	5.01199	5.10132	0	7.35399	1.96405	0.409421	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	37.1179	4.43768	34.6563	0	24.2098	0	0	0	0	0	9.11666	0	0	0	0	17.124	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0.729816	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0	0	0	0.831319	2.19311	0	2.45729	0	2.50772	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_faecis	0	0	0	0	4.697	0	0	0	0	0	0	0	14.4058	0	0	0	0	0	0	0	19.545	7.36059
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0.626081	0	2.57265	0	0	0	0	1.48129	0	0	0	0.711751	0	0	0	0.718844	1.08747
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327019	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0	0	0	0	2.1745	0	0	0	0	1.0383	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	6.75301	25.1809	0	0	2.92955	0	0	18.3021	7.45695	20.1068	4.12863	3.68961	0.372907	0	40.4493	51.718	5.16545	0	0	5.53696	3.42342	3.82552
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	3.80513	0	5.82368	6.8335	0	8.98214	0	0	0	0	0	4.40743	15.9368	0	0	0	4.06643	1.54498	6.43703	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sellimonas.s__Sellimonas_intestinalis	5.14933	1.29557	0	0	0	0	0	2.31609	8.45524	0.694727	42.5251	0.275906	0	0	0	0	0	0	3.8303	1.59959	0	0.18065
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0.457463	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	2.32731	1.10294	0	0	0	0	0	0.230875	0	0	0	1.39719	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	5.1304	0	0	0	0	0	0	0.867053	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	2.2744	5.03542	0	6.45955	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptococcus.s__Streptococcus_vestibularis	0	25.3567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0	0	0	0	0	0	0	0	0	0	3.11542	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	128.918	218.694	142.641	101.501	69.0567	111.742	125.758	201.912	182.59	164.529	107.42	119.834	172.284	212.12	121.493	135.309	236.431	161.196	194.223	454.144	148.384	152.922
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	337.722	404.887	355.652	271.023	501.838	337.015	348.224	403.854	417.247	430.569	354.804	465.458	409.916	322.413	495.638	556.728	456.123	301.552	340.021	586.399	444.845	479.973
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	1.28025	0.439164	0	0	0	0	0	0	0	0.400235	0.443479
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	1.20084	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	19.3833	1.43935	2.2698	0	7.63946	0	18.3826	1.98581	0	41.1406	8.21895	20.0451	0	0	7.33985	7.23161	3.22994
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49049	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_caccae	8.79466	13.8314	0	4.34418	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09121	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	12.5886	0	2.43484	0	0	13.4006	0	38.8254	5.5737	0	23.0584	20.9736	43.6505	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0.288764	0	0	0	0	0	0	0	2.67617	2.57304
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0.113894	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0.388693	0	0	4.2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	1.82246	0	0	0	0	0	0	0	1.75349	2.0211
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25827	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	1.50012	0.744259	1.96256	0	1.20517	0	0	2.21998	1.99758	0.93205	0	1.94168	0.848974	2.4786	2.03737
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_hydrogenotrophica	1.1336	0	0	3.66677	0	0	0	0	1.64499	1.33227	11.6093	0	0	0	0	0	0	3.77811	3.73714	1.30725	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_obeum	0	0	0	0	18.4784	0.496828	17.2603	0.413559	0	10.7064	0	1.56193	2.65441	0	15.1099	6.33323	1.36996	0	0	0	10.0518	24.9852
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_producta	10.1223	0	0	0	0	0	0	0	17.0289	2.66898	6.73948	3.20143	0	0	2.85676	10.9256	4.15688	0	0	11.1842	0	0.338737
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	2.36769	34.7997	23.78	6.90128	1.3352	0	0	12.0179	33.2128	1.96049	0	3.51804	4.73802	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_wexlerae	0	0	0	0	52.0554	1.5254	10.8489	4.87459	0	44.1598	0	25.633	13.4619	0	30.4427	27.9816	24.7385	0	0	0	7.85379	15.4115
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	3.38689	0	10.6649	9.61768	0	1.40241	6.37176	0	3.22695	39.7218	1.45006	0	0	2.35908	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	79.302	12.6932	27.656	27.9856	103.28	4.02086	7.4927	28.9904	71.3334	25.3359	10.3154	19.9534	11.3755	29.0009	25.0012	28.931	10.0387	33.9617	23.7664	7.64943	32.9464	57.1143
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	5.80719	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0.182948	0	0	0.165487	0	0	0	0	0	0	1.30145	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0	0	0	0	0	1.30994	0	0	0	0	0	0	1.52315	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1686	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	8.10321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_AF36_4	0	0	0	0	0	0	0	0	0	0	0	0	3.1812	0	0	0	0	0	0	0	2.71227	1.80132
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_AM22_11AC	0	0	0	0	0	0	0	0	0	0	0	0	0.251242	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_CAG_217	0	0	0	0	0	0	0	0	0	0	0	10.8451	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_CAG_75	0	0	0	0	0	0	0	0	0	0	0	0	0.236166	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	64.372	15.3485	14.5097	35.0804	0	0	0	0	4.67286	0	60.8742	65.8142	0	0	0	0	4.98653	12.4515
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	2.49495	1.51353	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0	1.81768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	2.42942	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	5.98367	0	0.513394	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	3.73496	0	2.0524	0	14.9916	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eggerthella.s__Eggerthella_lenta	2.79229	1.66607	0	24.5024	0	5.56402	0	2.54915	2.24639	2.52091	10.3812	2.50125	0	38.008	4.53014	7.22695	4.4869	51.0042	6.71445	9.50459	1.50378	1.64588
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eggerthella.s__Eggerthella_sp_CAG_298	0	0	0	0	0	0	0	0	0	3.95472	0	2.62698	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eisenbergiella.s__Eisenbergiella_massiliensis	7.3496	1.62635	0	0	0	0.551142	0	0	0	0	0	0.987778	0	0	0	0	1.12579	1.24269	0.81264	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	3.06507	1.50394	0	0	0.39458	0	0.79473	0	0	0	1.03903	0.338754	0.365393	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0.513595	0	3.22567	11.0339	0	0	0	0.702424	2.29903	0	0	0.928621	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	5.82046	1.71341	0	2.92039	0	0	2.08999	3.89115	10.5523	0	1.68104	10.5846	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0.614038	0	0	0	0	0	0	0	0	79.572	0.436404	0	0	0	0	0	7.34554	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Escherichia.s__Escherichia_coli	0	0	152.913	0	6.39433	0	116.866	0	0	5.08358	0	0	0	0	0	12.302	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_callanderi	2.86641	5.44114	0	3.42336	0	0	0	3.96459	1.61998	0	0	0	0	0	0.939424	0	0	1.49463	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0	0	4.94714	5.93664	0	0	0	0	0	0	0	10.7647	5.44835
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	11.602	1.40048	1.902	0	0	4.28681	0	6.0026	1.28684	0	4.43348	2.02972	6.69106	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0	0	0	0	0	0	0	0	0	0	0.216298	0	0	0	0	0	0	0	2.8218	2.12863
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	38.2649	46.5717	0	0	0	0	0	0	0	86.3594	73.8184
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_114	0	0	1.3339	2.79616	0	2.59073	2.03821	2.18188	1.37503	2.19039	0	2.55057	0	0	3.71034	2.46926	4.30338	1.77778	3.99126	8.54346	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0	0	0	0	0	0	0	0	0	0	4.47717	0	0	0	0	0	0	0	0	0	0
